directorGender,tmdbId,noDataCast,femaleCast,maleCast,noDataCrew,femaleCrew,maleCrew,movieId,imdbId
0,660,0,6,13,2,0,14,2993,59800
0,46798,0,0,0,0,0,2,2994,168589
0,11377,4,3,8,70,4,21,2995,185371
0,26149,4,6,6,6,6,5,2996,166943
0,492,0,5,12,6,2,15,2997,120601
0,108346,2,1,4,1,1,2,2998,144178
2,98480,5,3,12,8,0,5,2999,154827
0,128,8,2,4,59,0,9,3000,119698
0,46286,1,2,5,14,8,10,3001,157075
0,8672,8,2,5,3,1,5,3002,200849
0,8056,4,1,4,2,0,4,3003,170705
0,2020,2,8,6,4,1,9,3004,120596
0,9481,1,4,16,97,1,22,3005,145681
0,9008,16,10,30,21,7,14,3006,140352
0,14242,10,0,2,2,1,6,3007,181288
0,16129,11,8,10,9,4,6,3008,156729
2,104103,0,6,5,1,0,0,3009,117365
4,11489,14,2,3,5,2,7,3010,200071
0,28145,2,6,8,1,0,10,3011,65088
0,51371,2,1,6,3,0,4,3012,16630
0,18111,4,3,4,7,0,7,3013,99180
0,31361,2,3,10,2,0,2,3014,82121
0,11223,2,4,15,1,0,6,3015,77355
0,16281,4,4,13,4,0,11,3016,83767
0,16288,5,3,7,9,1,11,3017,92796
0,1694,2,2,4,1,0,8,3018,89885
0,476,4,4,5,5,3,9,3019,97240
0,37094,2,6,11,4,3,17,3020,106856
0,13555,5,4,9,1,0,5,3021,82427
4,961,9,1,12,11,0,14,3022,17925
0,73969,11,3,9,3,2,5,3023,18183
0,24831,4,5,13,0,0,10,3024,78087
0,64963,3,1,8,9,0,8,3025,62218
2,85160,10,0,3,13,0,0,3026,93990
0,25560,2,3,12,5,2,12,3028,61407
0,21610,4,2,5,0,0,2,3029,82817
0,11878,34,2,14,16,0,9,3030,55630
2,11510,5,7,9,4,0,2,3031,100475
0,11234,4,3,8,4,0,7,3032,67525
0,957,4,5,19,6,0,16,3033,94012
0,11886,4,3,8,7,0,8,3034,70608
4,37853,1,1,13,5,0,10,3035,48380
0,62204,13,1,5,1,1,5,3036,82484
0,11040,5,1,16,2,1,4,3037,65988
0,21849,4,3,8,4,1,9,3038,50371
0,1621,0,2,13,5,2,12,3039,86465
0,14035,2,5,7,7,0,5,3040,79540
2,40771,3,1,12,1,1,2,3041,87700
0,40772,8,3,5,7,0,8,3042,93516
2,40773,4,4,3,1,0,0,3043,104837
0,11498,1,4,6,0,0,5,3044,101669
0,11790,2,4,5,1,1,5,3045,105130
1,29371,11,5,1,0,1,0,3046,113416
0,276635,11,1,3,0,0,1,3047,83911
0,47941,0,2,13,0,0,1,3048,83254
2,29048,1,0,5,2,0,2,3049,61789
0,19052,1,3,7,0,0,2,3050,172726
2,21349,0,6,7,2,0,3,3051,149691
0,1832,2,6,17,20,4,14,3052,120655
0,10047,16,2,14,4,3,7,3053,151137
4,10228,10,4,6,3,0,1,3054,190641
0,47692,17,5,3,1,0,4,3055,165773
0,18561,5,2,10,14,3,4,3056,160620
0,144953,1,2,5,0,0,1,3057,118150
2,37426,7,4,12,4,0,7,3058,32215
2,51787,15,3,20,3,0,0,3059,32283
0,11663,12,4,5,1,1,8,3060,101605
0,13485,9,5,9,3,1,7,3061,34862
4,9289,17,4,52,6,1,10,3062,56197
1,9264,0,3,2,6,2,2,3063,105156
0,18222,4,7,4,3,0,2,3064,119908
0,124853,0,0,1,0,0,1,3065,114008
4,11165,12,0,18,15,0,13,3066,66473
0,4203,5,6,5,4,0,5,3067,95675
0,24226,0,4,13,2,1,9,3068,84855
0,88875,1,6,2,0,0,3,3069,68528
0,11379,6,5,24,2,0,4,3070,86856
0,29154,0,1,3,0,0,3,3071,94027
0,2039,13,14,16,4,2,12,3072,93565
0,77915,1,2,8,0,0,3,3073,59674
0,11943,2,1,10,3,0,7,3074,68762
0,11481,2,6,6,6,0,12,3075,59646
2,2690,0,3,7,8,0,7,3076,57187
0,20565,12,1,0,0,0,1,3077,164312
0,27141,1,4,11,0,0,2,3078,165859
1,10399,5,9,5,0,4,2,3079,178737
4,90762,13,0,2,4,0,0,3080,179196
0,2668,2,5,16,5,2,11,3081,162661
0,36643,2,6,12,10,4,15,3082,143145
0,99,10,8,9,21,2,9,3083,185125
3,159569,0,0,0,0,0,0,3084,144969
0,77010,3,2,1,4,1,4,3085,84357
4,25898,5,5,11,0,0,7,3086,24852
0,9647,14,8,12,0,0,10,3087,96061
0,11787,9,11,13,9,2,11,3088,42546
0,5156,15,1,4,16,1,8,3089,40522
0,24276,1,1,9,0,0,3,3090,93509
0,11953,24,2,7,6,0,10,3091,80979
0,44662,10,3,10,3,0,3,3092,55850
0,29005,1,1,8,4,0,9,3093,67411
0,26371,4,8,15,3,1,5,3094,93512
2,596,67,7,47,12,1,14,3095,32551
0,52470,3,7,7,5,1,8,3096,50738
0,20334,8,8,9,4,0,10,3097,33045
0,11393,0,3,8,1,0,9,3098,87781
0,31121,2,6,7,0,0,7,3099,73692
0,293,1,5,6,7,3,12,3100,105265
0,10998,1,7,6,0,1,6,3101,93010
0,12235,8,7,17,6,0,6,3102,89360
0,36094,0,8,4,11,5,12,3103,100680
0,9013,1,0,7,5,2,12,3104,95631
1,11005,17,10,16,42,10,19,3105,99077
0,59820,2,1,1,3,1,7,3106,99291
0,2924,4,2,12,63,8,22,3107,101393
0,177,7,5,13,1,5,6,3108,101889
0,38557,8,1,6,0,0,6,3109,88007
0,42087,0,1,3,0,0,2,3110,87091
0,13681,2,5,8,3,3,8,3111,87921
0,34760,4,2,2,0,2,1,3112,90556
0,9946,1,3,9,104,5,30,3113,146675
0,863,4,5,15,131,10,31,3114,120363
0,31582,0,0,5,4,5,9,3115,155711
0,125520,2,3,1,4,1,3,3116,189744
0,22267,1,1,9,6,5,9,3117,134154
0,55123,0,3,0,0,0,1,3118,161023
0,5486,5,4,3,5,0,5,3119,67656
0,10411,0,3,3,7,1,6,3120,104114
1,41462,5,0,6,2,2,4,3121,45877
2,1718,18,11,51,1,0,5,3122,33021
0,28604,7,3,1,0,0,1,3123,97717
1,15506,9,1,5,0,2,2,3124,160509
2,20024,3,2,8,7,2,7,3125,172396
2,78256,1,2,7,1,1,1,3126,48034
1,13787,2,6,8,13,9,7,3127,144715
0,54933,0,9,4,6,5,5,3128,160513
0,9684,4,2,10,1,0,4,3129,158371
0,9586,1,7,14,0,1,11,3130,99165
2,41638,2,1,0,1,0,0,3131,118780
0,70801,10,4,3,3,2,3,3132,10040
0,33015,6,0,3,4,0,5,3133,15863
0,777,5,1,5,3,0,9,3134,28950
0,21887,1,4,9,2,0,5,3135,79239
4,5652,7,2,4,7,0,10,3136,50558
0,19664,9,2,23,1,0,2,3137,81470
4,32331,0,7,6,7,2,9,3138,96171
0,76083,2,1,5,3,0,5,3139,24645
4,32628,3,1,6,4,0,10,3140,14538
0,32669,3,4,11,1,1,6,3141,100828
0,18161,1,0,3,0,0,1,3142,96328
0,31681,0,0,2,6,0,4,3143,63056
0,33666,1,4,10,3,0,13,3144,60463
0,32274,1,6,13,3,4,9,3145,150216
0,10402,0,8,8,1,0,6,3146,205000
0,497,9,6,18,21,5,22,3147,120689
0,1715,3,6,10,9,11,12,3148,124315
2,35118,1,3,7,2,0,0,3149,167423
0,42739,1,5,4,12,2,5,3150,141974
0,26162,4,2,10,7,0,7,3151,20668
0,25188,6,7,9,2,2,7,3152,67328
2,15515,4,1,7,2,0,8,3153,51337
0,75888,2,2,9,1,0,3,3154,37547
0,1439,9,10,13,2,4,9,3155,166485
0,2277,3,5,9,4,1,5,3156,182789
0,10137,1,6,11,0,1,8,3157,164912
0,10387,7,3,2,4,0,1,3158,162866
4,49948,3,2,7,29,3,14,3159,120910
0,334,3,7,19,20,5,19,3160,175880
2,30237,0,2,3,2,0,1,3161,119079
2,50116,1,2,3,2,0,2,3162,174204
0,46435,13,13,18,2,3,5,3163,151568
0,94260,3,0,1,0,0,1,3164,64006
0,22213,6,5,15,0,0,3,3165,106455
0,47070,3,4,8,9,0,6,3166,96978
0,36492,2,4,2,2,1,5,3167,66892
0,624,7,3,8,5,1,11,3168,64276
0,26578,18,9,26,8,4,13,3169,87231
4,415072,5,1,11,5,0,3,3170,32590
0,43103,8,5,8,9,0,5,3171,53226
0,43194,5,2,3,4,0,4,3172,47630
0,9563,28,21,24,20,3,21,3173,146838
0,1850,1,3,13,0,6,13,3174,125664
0,926,1,4,16,26,4,16,3175,177789
0,1213,39,8,16,38,5,15,3176,134119
0,10471,3,4,10,1,0,7,3177,195945
0,10400,41,9,29,6,3,11,3178,174856
0,10397,15,1,11,0,1,6,3179,145653
0,20761,2,5,17,1,0,2,3180,196857
1,12524,12,3,16,3,4,4,3181,120866
0,28216,3,0,1,0,0,1,3182,192335
1,36773,2,2,2,2,1,0,3183,174268
1,30814,0,2,13,0,1,2,3184,119699
0,10219,2,6,15,2,0,6,3185,120834
0,3558,1,12,4,24,11,12,3186,172493
2,104878,1,0,0,1,0,0,3187,169333
2,41276,0,0,0,1,0,0,3188,208261
0,17908,1,1,4,1,1,3,3189,156812
4,10384,2,3,7,36,5,18,3190,134983
1,125317,0,0,1,0,1,0,3191,169156
0,48233,4,0,0,0,0,1,3192,169302
0,10236,3,6,8,1,0,5,3194,70903
2,71067,7,2,5,4,2,2,3195,13662
2,632,5,0,13,5,0,11,3196,46359
0,11851,0,2,5,2,0,4,3197,95897
0,5924,0,2,24,0,1,35,3198,70511
0,33734,2,3,2,1,0,2,3199,50815
0,14886,0,5,7,0,1,11,3200,70290
0,26617,1,9,6,3,2,4,3201,65724
0,11900,14,0,0,5,0,5,3202,65436
0,10493,1,1,5,0,0,5,3203,97162
0,16241,2,5,11,10,0,8,3204,77269
0,27632,7,1,4,8,0,6,3205,54067
2,22160,0,3,6,2,0,1,3206,86859
0,4460,3,3,6,4,1,11,3207,45162
0,9644,2,5,18,51,6,17,3208,107659
0,43455,0,2,8,3,2,9,3209,40552
1,13342,6,10,18,2,2,11,3210,83929
0,35119,8,2,3,2,4,9,3211,94924
0,21256,2,3,3,5,0,6,3212,66856
4,14919,2,5,12,4,1,4,3213,106364
0,14040,0,2,2,1,0,1,3214,88707
0,75641,1,3,11,1,0,4,3215,75406
0,17343,6,1,3,8,0,6,3216,66380
0,22692,8,4,22,0,1,8,3217,29606
0,47620,4,0,1,1,1,2,3218,102687
0,2990,0,8,9,1,1,6,3219,100318
0,38775,10,3,4,14,1,7,3220,55230
0,10831,4,4,7,3,1,5,3221,83851
0,21193,8,1,3,5,0,3,3222,87034
0,33078,5,2,4,5,0,7,3223,90366
0,16672,4,1,1,6,0,2,3224,58625
0,10472,1,5,5,1,1,4,3225,186975
3,123277,0,0,0,0,0,0,3226,197544
4,79474,26,2,9,14,0,4,3227,117131
0,97805,0,0,2,0,0,1,3228,153866
0,53714,0,3,4,7,1,6,3229,44364
0,21489,13,1,12,0,0,1,3230,71935
4,51392,3,0,3,3,0,1,3231,11652
0,32600,8,8,6,4,0,9,3232,16332
0,110479,8,5,12,1,0,1,3233,62281
2,299121,0,0,0,1,0,0,3234,78412
0,13005,2,0,15,7,0,6,3235,81748
0,65134,5,0,2,4,0,3,3236,68011
2,121738,0,0,0,1,0,0,3237,183065
0,18681,2,10,13,0,1,3,3238,120662
2,75531,3,2,3,3,0,6,3239,141399
0,20468,1,5,5,0,0,3,3240,156639
2,14521,5,0,0,3,0,0,3241,201840
0,46835,0,1,5,0,0,1,3242,126651
2,10406,4,5,7,1,1,6,3243,104187
2,14741,3,6,6,2,2,7,3244,76095
0,32015,4,2,2,4,0,1,3245,58604
0,1883,28,13,28,6,1,10,3246,104797
0,2005,0,9,7,0,1,5,3247,105417
0,6279,5,9,4,1,1,3,3248,108147
0,11087,0,4,2,3,2,8,3249,104389
0,7305,10,4,26,3,2,9,3250,106246
0,24735,3,4,3,11,2,10,3251,88683
0,9475,19,10,14,23,7,18,3252,105323
2,8872,2,3,13,1,1,8,3253,105793
0,8873,1,5,23,27,5,19,3254,108525
1,11287,6,11,10,0,1,7,3255,104694
0,9869,3,5,18,1,0,9,3256,105112
0,619,5,4,17,33,4,19,3257,103855
0,9374,4,8,8,1,0,7,3258,104070
0,11259,1,3,11,0,0,9,3259,104231
0,8293,3,5,5,3,2,5,3260,104454
0,11068,15,7,17,2,1,11,3261,105415
0,1923,40,8,17,103,7,17,3262,105665
0,10158,7,3,14,5,1,8,3263,105812
1,10206,0,6,9,1,2,3,3264,103893
0,11782,9,1,9,7,0,5,3265,104684
4,10086,14,0,4,5,0,12,3266,103905
0,9367,4,0,3,5,0,6,3267,104815
0,9876,0,2,8,3,0,10,3268,105477
0,10326,1,5,11,17,5,15,3269,104291
0,16562,5,3,7,3,1,8,3270,104040
0,9609,0,2,10,0,0,9,3271,105046
0,12143,6,4,7,11,5,8,3272,103759
0,4234,3,8,12,8,7,9,3273,134084
0,9605,1,3,4,1,0,8,3274,105414
0,8374,3,0,12,3,2,11,3275,144117
0,29076,1,4,11,0,0,2,3276,171356
0,80471,2,0,1,1,0,1,3277,185154
2,49477,0,0,0,1,0,0,3278,192069
2,121940,2,1,4,2,0,0,3279,143344
0,28156,3,4,1,3,0,1,3280,69754
4,113096,0,0,0,2,0,0,3281,144801
0,106837,3,5,16,0,0,1,3282,116102
0,24349,0,2,4,3,0,4,3283,67433
0,27841,5,6,10,5,2,7,3284,67848
0,1907,4,4,8,1,1,8,3285,163978
0,15489,2,10,9,0,5,7,3286,184907
1,15655,0,1,7,20,1,9,3287,220099
4,68546,2,7,1,1,1,3,3288,159373
0,36210,24,0,0,9,0,1,3289,209189
2,279444,8,4,6,2,0,0,3290,171764
0,77908,11,2,2,0,0,2,3291,217107
2,22342,8,3,11,4,0,2,3292,47878
1,96484,1,2,1,1,2,1,3293,118882
0,30062,3,3,6,1,0,3,3294,74455
0,62463,19,0,7,0,0,3,3295,107920
0,25934,8,9,10,1,0,3,3296,62376
0,101383,2,0,0,6,0,2,3297,20594
0,14181,1,3,9,23,4,8,3298,181984
1,10385,9,11,3,12,8,4,3299,162983
2,2787,6,2,7,78,8,19,3300,134847
0,2069,2,3,5,65,5,18,3301,190138
2,61416,28,6,8,1,0,1,3302,159272
2,79515,0,0,0,1,0,0,3303,221023
2,14839,6,1,8,2,0,1,3304,77248
2,42186,2,6,5,4,0,3,3305,36653
0,28978,0,1,8,0,0,2,3306,18773
0,901,16,3,11,4,0,17,3307,21749
0,25010,0,6,8,4,3,5,3308,87265
0,36208,18,1,9,6,0,7,3309,9018
0,10098,25,3,7,4,0,8,3310,12349
0,18264,3,1,8,3,0,6,3311,48342
0,291861,3,3,13,1,0,6,3312,73902
0,33374,4,3,6,6,2,7,3313,84395
0,43368,0,3,7,1,0,3,3314,44420
0,127602,2,1,6,2,0,6,3315,43618
0,2155,1,1,17,2,5,9,3316,184858
0,11004,1,4,10,0,1,7,3317,185014
0,25212,6,5,12,3,0,6,3318,158583
0,36048,1,7,4,0,0,2,3319,181618
0,139,23,4,4,6,1,4,3320,164756
2,210307,0,0,1,1,0,0,3321,235872
0,47816,0,4,9,0,0,2,3322,199290
4,20682,0,2,9,4,0,0,3323,194368
0,25166,1,4,12,0,0,2,3324,186045
0,1831,1,5,5,1,4,7,3325,156841
0,10416,0,7,5,0,0,9,3326,181151
0,14271,6,1,8,0,0,5,3327,218043
2,4816,3,2,20,3,0,6,3328,165798
0,19958,3,1,7,2,0,4,3329,94347
0,28569,4,7,9,0,1,10,3330,55471
0,2193,5,8,5,6,1,4,3331,85980
4,64871,0,0,1,5,0,4,3332,56173
0,54575,1,4,3,5,1,8,3333,63185
0,11016,6,2,12,11,1,13,3334,40506
0,23020,5,1,6,0,0,3,3335,47127
4,54195,4,0,0,2,0,2,3336,55024
0,139058,5,4,12,1,0,1,3337,61801
0,20423,1,0,7,0,0,2,3338,97372
2,10839,9,2,10,25,1,14,3339,74695
0,36489,6,2,6,9,0,6,3340,47898
2,24481,2,3,4,1,0,9,3341,42276
0,11296,1,2,4,1,0,8,3342,86969
0,61651,3,2,4,0,0,2,3343,92559
0,28172,9,1,3,2,0,7,3344,56875
0,57855,1,1,4,1,0,2,3345,62793
0,28180,5,0,1,0,0,5,3346,59044
0,14280,2,0,3,0,0,1,3347,86005
0,72086,0,1,4,1,0,1,3348,66141
0,149687,3,5,11,7,1,6,3349,39698
0,29478,4,2,7,6,1,11,3350,55353
0,28177,9,1,2,5,0,5,3351,58694
2,64166,0,2,8,2,0,1,3352,171135
2,73642,1,2,5,1,0,1,3353,218112
0,2067,1,8,8,14,2,19,3354,183523
0,622,12,3,8,6,1,16,3355,142688
0,110666,4,0,1,2,0,2,3356,154352
0,28463,15,2,6,0,0,1,3357,181530
0,12186,3,6,8,0,0,6,3358,101698
0,20283,2,4,8,1,2,7,3359,78902
0,5693,8,3,5,16,2,13,3360,91217
0,287,5,2,9,30,3,12,3361,94812
0,968,12,8,19,11,3,16,3362,72890
0,838,11,6,9,2,3,10,3363,69704
0,16958,1,4,10,5,0,11,3364,42208
2,3114,1,6,11,3,0,6,3365,49730
0,31938,3,0,15,2,0,4,3367,62886
0,12501,7,2,13,24,2,18,3368,51411
0,22650,2,3,3,1,0,2,3369,57344
2,31618,4,2,11,7,2,4,3370,94731
0,42232,0,2,6,0,0,3,3371,74235
0,15873,2,0,14,6,0,6,3372,64110
4,26928,1,3,8,1,0,5,3373,68323
2,68427,9,1,2,16,1,5,3374,104057
0,25392,2,0,5,8,0,4,3375,42393
0,67455,2,1,1,0,0,1,3376,41705
0,22178,7,6,17,7,1,14,3377,35966
0,48213,2,1,5,8,1,6,3378,118043
0,35412,1,1,6,7,0,11,3379,53137
0,43463,3,5,4,3,0,4,3380,39748
1,59939,2,3,2,0,1,0,3381,117664
2,159727,6,1,3,9,0,3,3382,28282
2,244151,2,2,5,1,0,0,3383,28629
0,8333,1,2,16,14,2,11,3384,72251
0,19259,0,1,8,1,0,3,3385,90274
0,820,26,8,47,39,4,26,3386,102138
0,11718,1,6,7,2,0,6,3387,98645
0,8989,5,3,7,1,0,7,3388,93148
4,32031,1,0,6,1,0,1,3389,91400
0,58048,8,1,6,1,0,2,3390,91934
0,26827,5,4,6,12,3,15,3391,94321
1,11157,0,7,2,11,6,15,3392,98309
0,28370,1,2,3,0,0,2,3393,92834
0,918,1,5,7,4,2,10,3394,92666
0,61178,0,3,3,0,0,2,3395,93596
0,11176,5,4,24,3,0,7,3396,79588
0,14900,7,6,10,0,1,5,3397,82474
0,11899,4,7,16,0,0,9,3398,87755
2,36536,0,6,13,6,3,4,3399,89994
4,18890,2,3,5,5,3,10,3400,108526
2,19736,0,1,5,2,1,1,3401,88760
0,123047,2,4,5,1,0,2,3402,90219
0,24575,2,1,6,6,0,3,3403,81400
0,16535,2,5,3,1,0,9,3404,46435
0,10971,4,2,12,9,0,8,3405,51994
0,23928,2,1,13,11,0,7,3406,43379
0,31336,4,1,3,0,0,2,3407,201538
0,462,2,5,3,69,15,14,3408,195685
0,9532,7,7,15,46,4,22,3409,195714
2,117259,3,1,1,2,0,0,3410,180181
2,78231,3,2,3,1,0,0,3411,168475
0,2383,0,0,3,0,5,12,3412,95800
0,25503,11,3,13,3,0,4,3413,41503
0,53879,4,3,7,4,0,8,3414,48316
0,1396,4,3,4,5,0,4,3415,72443
0,11570,2,3,10,3,0,8,3417,44517
0,1541,1,4,13,33,6,15,3418,103074
2,150043,3,1,3,3,0,0,3419,66392
0,17443,2,1,15,0,1,8,3420,78718
0,8469,19,6,16,24,1,15,3421,77975
0,27995,1,3,3,5,0,5,3422,91939
0,36739,2,6,9,0,0,5,3423,96054
0,925,16,5,21,8,1,8,3424,97216
0,41823,0,2,12,2,0,4,3425,100168
0,1713,1,7,14,3,1,8,3426,102175
0,26170,1,5,9,1,0,9,3427,62824
0,30547,29,4,12,0,1,6,3428,78950
0,54825,0,0,0,0,0,1,3429,99317
0,13939,1,2,7,1,0,7,3430,71402
0,14373,3,3,11,1,0,8,3431,82250
0,24873,2,2,7,2,0,7,3432,89003
2,26263,0,2,12,8,1,3,3433,92857
0,34746,7,2,8,13,2,7,3434,109578
2,996,11,6,13,15,1,8,3435,36775
0,9079,9,4,9,3,3,5,3436,101787
0,1496,1,4,5,21,5,8,3437,101615
0,1498,3,1,13,6,2,6,3438,100758
0,1497,40,2,24,3,1,10,3439,103060
0,1499,13,2,14,1,1,6,3440,108308
0,1880,1,3,14,3,0,7,3441,87985
0,33762,9,5,27,7,4,10,3442,90693
0,103960,1,0,4,1,0,2,3443,91313
0,11690,2,1,6,5,0,7,3444,92675
0,29143,0,2,5,12,2,8,3445,77530
0,35292,22,2,17,4,4,6,3446,113133
0,36652,2,3,3,3,0,2,3447,28944
0,801,4,0,11,5,0,9,3448,93105
0,104301,0,3,3,1,0,4,3449,95238
0,11520,1,2,7,0,1,6,3450,107050
0,1879,3,8,7,14,1,10,3451,61735
0,2085,1,1,13,0,1,6,3452,165929
0,13539,1,3,4,1,1,4,3453,195778
2,16222,2,6,12,16,3,13,3454,202402
2,109479,0,2,3,2,0,0,3455,146516
0,17078,8,0,0,0,0,2,3456,191043
2,37722,1,6,7,7,4,5,3457,127349
2,75892,3,2,3,2,0,3,3458,98251
0,33516,6,3,9,0,0,2,3459,91142
0,99008,6,2,4,4,0,3,3460,61765
0,9960,5,0,2,7,0,6,3461,57261
0,3082,14,2,20,2,0,18,3462,27977
0,49338,0,1,5,1,0,1,3463,110629
2,2102,1,3,11,10,0,5,3464,100649
0,52961,5,5,5,1,0,2,3465,92079
0,12187,0,3,3,0,1,6,3466,107091
0,24748,5,3,9,1,0,8,3467,57163
0,990,4,2,9,3,2,9,3468,54997
0,1908,23,5,28,11,1,13,3469,53946
0,9764,7,1,5,15,0,4,3470,71411
0,840,29,3,27,14,4,14,3471,75860
2,39890,1,4,6,6,0,5,3472,53719
2,42237,1,2,1,1,0,1,3473,74718
0,26689,1,2,7,5,0,3,3474,117468
0,25673,4,3,9,8,1,14,3475,43924
0,2291,1,4,11,1,0,7,3476,99871
0,13531,1,4,7,0,1,1,3477,112950
0,16620,19,17,11,7,5,10,3478,93378
0,526,5,1,9,6,2,11,3479,89457
0,13346,6,2,6,1,4,6,3480,91445
2,243,25,11,13,2,2,10,3481,146882
4,10501,3,1,8,22,0,15,3483,138749
0,11478,3,2,12,3,0,4,3484,192614
0,96167,6,1,3,1,0,2,3485,73327
0,24212,4,4,1,5,0,7,3486,46907
2,6644,0,3,12,3,2,6,3487,61619
4,41038,3,1,1,3,0,1,3488,52888
0,879,2,9,19,4,4,14,3489,102057
0,32613,10,2,7,7,0,4,3490,68713
2,39406,8,3,8,2,0,0,3491,91579
0,85689,3,0,5,0,1,1,3492,17416
0,31624,9,4,2,5,0,7,3493,69920
2,17529,1,2,12,2,1,5,3494,65126
2,40841,4,1,12,10,1,1,3495,105267
0,118098,2,4,4,5,2,4,3496,95564
2,1793,3,5,9,3,0,5,3497,85919
0,11327,2,1,8,8,2,11,3498,77928
0,1700,0,4,8,6,3,20,3499,100157
0,54087,1,3,14,2,0,7,3500,104928
0,34322,2,4,7,1,0,1,3501,89643
0,41659,1,2,5,0,0,2,3502,107630
0,593,4,1,5,16,1,4,3503,69293
0,10774,3,6,14,3,3,6,3504,74958
0,10083,1,2,10,2,2,12,3505,93640
0,29786,0,1,8,7,2,8,3506,79640
0,11356,3,3,3,2,0,5,3507,63374
0,10747,5,3,13,5,1,5,3508,75029
0,38809,41,12,26,0,0,2,3509,165643
0,10559,6,3,11,58,10,20,3510,186151
0,20697,25,4,18,1,1,8,3511,217756
1,2621,3,4,8,0,2,2,3512,122459
2,10479,0,1,9,59,3,22,3513,160797
0,125709,0,7,3,0,0,1,3514,172632
1,49721,4,4,2,0,2,0,3515,183503
0,2006,0,5,5,0,0,9,3516,51406
2,184885,5,1,3,5,0,1,3517,16640
0,46625,2,6,11,0,0,5,3518,119062
0,17339,3,1,9,1,0,2,3519,77572
0,26879,5,4,8,0,0,3,3520,59287
2,11305,1,3,7,4,1,3,3521,97940
0,48211,5,1,5,1,0,3,3522,67698
0,28975,2,2,5,2,0,5,3523,96211
0,13665,1,4,7,6,3,10,3524,82031
0,12309,3,11,12,7,0,5,3525,86927
0,1552,3,7,13,0,0,8,3526,98067
0,106,1,1,9,42,3,21,3527,93773
2,10333,2,4,3,5,2,4,3528,102713
0,11027,7,4,17,1,0,8,3529,82934
0,61560,1,0,2,5,1,3,3530,108167
0,123757,5,1,2,2,0,6,3531,99014
0,27197,10,1,4,11,0,3,3533,57710
1,10468,3,14,10,0,4,3,3534,191754
1,1359,3,8,8,30,12,17,3535,144084
0,4967,0,5,7,9,2,8,3536,171433
2,31776,0,3,2,2,0,0,3537,149367
2,10557,6,5,10,3,0,2,3538,166175
0,27745,6,0,12,0,0,2,3539,236216
0,19214,0,4,5,2,1,1,3540,160644
2,46686,40,1,6,3,1,0,3541,179063
2,71402,1,6,3,3,0,0,3542,64180
0,13776,19,7,19,25,3,12,3543,83833
0,26291,1,5,7,1,0,3,3544,102898
2,10784,11,5,7,10,1,8,3545,68327
0,10242,2,7,7,2,1,7,3546,56687
2,27857,29,10,21,1,0,2,3547,93776
2,16347,3,9,8,6,0,6,3548,51383
0,4825,3,6,9,6,1,9,3549,48140
0,11654,1,7,10,4,1,5,3550,85701
0,10518,1,2,10,1,0,7,3551,74860
0,11977,42,3,10,3,0,6,3552,80487
0,18041,0,3,6,4,2,5,3553,176783
1,14736,3,10,7,23,6,9,3554,199725
0,3536,1,0,10,4,5,10,3555,141926
1,1443,3,6,11,3,8,8,3556,159097
2,10424,0,2,5,4,2,8,3557,104549
2,80677,3,2,5,4,0,0,3558,51852
0,28971,7,4,6,1,0,7,3559,44837
0,49096,11,0,3,5,0,4,3560,77132
0,310431,3,0,2,4,3,2,3561,84723
1,40562,0,5,5,10,5,4,3562,144142
0,9456,3,2,9,0,0,5,3563,132910
0,889,1,5,8,6,1,11,3564,158622
0,10564,20,33,12,1,0,5,3565,198021
0,15723,0,0,8,11,31,67,3566,189584
0,19600,4,3,1,0,0,1,3567,180837
0,125537,1,2,1,0,0,1,3568,162348
0,452,22,6,10,13,1,4,3569,154421
2,68170,3,4,4,4,0,2,3570,180793
0,36234,1,9,7,6,2,4,3571,220100
4,39283,4,3,8,5,0,5,3572,106521
0,65460,4,0,7,1,0,2,3573,112634
0,55667,5,3,8,2,0,2,3574,115834
0,31978,3,0,1,0,0,2,3575,156460
0,12476,4,3,13,9,1,8,3576,93185
2,5241,1,6,5,2,0,0,3577,96324
0,98,12,2,24,69,5,27,3578,172495
0,21311,1,2,5,0,2,1,3579,167203
2,47724,1,2,8,4,0,2,3580,153464
2,11129,1,3,5,3,0,1,3581,188674
3,94214,0,0,0,0,0,0,3582,210130
0,117781,0,3,2,4,0,4,3583,53726
0,1058,5,2,11,6,2,14,3584,85276
0,37112,4,0,11,2,0,3,3585,49279
2,42159,0,2,5,2,0,0,3586,80913
0,16395,7,2,4,15,0,5,3587,80923
0,50627,0,3,7,2,1,8,3588,68805
0,5608,11,1,5,3,0,4,3589,60749
4,38925,2,1,3,3,0,2,3590,71772
0,13105,4,4,8,2,1,6,3591,85970
0,22501,16,0,2,25,0,4,3592,84315
0,5491,3,1,12,2,0,10,3593,185183
0,10560,0,4,1,0,1,3,3594,210616
0,19489,7,6,12,0,0,4,3595,165831
4,19419,0,2,5,12,2,9,3596,156323
0,23531,4,4,1,0,0,2,3597,174336
0,10688,0,3,10,0,2,6,3598,171359
0,17889,8,4,15,4,1,6,3599,37514
0,18228,1,8,7,11,1,7,3600,54692
0,80351,0,1,3,0,0,1,3601,71288
0,18642,6,6,9,9,1,9,3602,53848
0,205054,5,4,5,0,0,1,3603,64363
0,39391,8,7,5,5,1,4,3604,56048
2,18644,2,3,5,14,0,11,3605,51818
