castFemalePercentage,crewFemalePercentage,budget,revenue,revenueRatio,vote_average,vote_count,runtime,releaseYear,releaseTimeOfYear,original_language,popularity
33.3,0.0,12000000,1400000.0,0.1166666667,6.9,112.0,120.0,1984.0,0.9508,en,16.243093
25.0,0.0,24500,4000000.0,163.2653061224,5.3,26.0,67.0,1963.0,0.4274,en,1.783412
50.0,9.5,90000000,60874615.0,0.6763846111,5.7,374.0,114.0,2000.0,0.1885,en,9.021107
27.3,5.9,38000000,58401898.0,1.5368920526,6.3,768.0,133.0,1999.0,0.6438,en,11.316349
33.3,22.2,2300000,20000000.0,8.6956521739,7.4,80.0,100.0,1979.0,0.3918,en,4.806374
37.5,13.3,9000000,28607524.0,3.1786137778,7.1,143.0,114.0,1986.0,0.8685,en,6.484495
18.2,20.0,7000000,50888000.0,7.2697142857,6.6,154.0,108.0,1988.0,0.4536,en,6.924072
29.6,15.8,1800000,46665856.0,25.9254755556,7.6,685.0,125.0,1975.0,0.6082,en,7.530126
40.0,23.1,777000,140000000.0,180.1801801802,6.9,330.0,110.0,1973.0,0.5808,en,9.188584
14.5,13.3,40000000,205405498.0,5.13513745,7.5,513.0,189.0,1991.0,0.9671,en,13.813146
41.7,16.7,18000000,39321715.0,2.1845397222,5.6,115.0,95.0,1987.0,0.2329,en,6.696292
50.0,0.0,12000000,5669831.0,0.4724859167,5.5,21.0,83.0,1987.0,0.5973,en,7.569698
62.5,0.0,1805000,4905000.0,2.7174515235,6.2,27.0,98.0,1953.0,0.274,en,12.90707
62.5,51.7,52000000,256271286.0,4.9282939615,7.1,730.0,131.0,2000.0,0.2077,en,10.135446
31.8,15.4,23000000,53302314.0,2.317491913,6.4,1416.0,98.0,2000.0,0.2049,en,14.961416
23.5,28.6,16000000,45361000.0,2.8350625,7.2,766.0,130.0,1991.0,0.3918,en,14.785388
27.3,6.2,2700000,141000000.0,52.2222222222,7.0,420.0,109.0,1978.0,0.5671,en,7.525382
19.2,11.1,6500000,37295445.0,5.7377607692,7.6,301.0,120.0,1989.0,0.4932,en,10.465403
14.3,0.0,10000000,16153593.0,1.6153593,6.3,48.0,129.0,1990.0,0.5863,en,2.715137
33.3,11.1,14000000,32482682.0,2.3201915714,6.0,71.0,132.0,1991.0,0.4301,en,7.701918
22.2,0.0,3000000,22000000.0,7.3333333333,7.0,165.0,93.0,1974.0,0.5589,en,12.968011
21.4,0.0,2000000,45000000.0,22.5,6.1,74.0,88.0,1982.0,0.137,en,7.965003
22.2,0.0,9000000,16945171.0,1.8827967778,6.1,68.0,92.0,1985.0,0.8329,en,12.829904
20.0,22.2,5000000,1702394.0,0.3404788,5.0,46.0,95.0,1994.0,0.0356,en,3.595599
31.6,11.1,927262,2500000.0,2.6961096217,8.0,425.0,107.0,1944.0,0.3115,en,6.49432
44.4,38.5,6000000,1193062.0,0.1988436667,4.7,27.0,91.0,1991.0,0.7945,en,2.329486
7.1,25.0,13500000,202000000.0,14.962962963,6.5,486.0,93.0,1990.0,0.2411,en,13.184585
7.7,9.1,25000000,78000000.0,3.12,5.8,290.0,88.0,1991.0,0.2192,en,7.994266
12.5,14.3,21000000,42000000.0,2.0,5.1,189.0,96.0,1993.0,0.2055,en,8.13688
17.6,0.0,4200000,38376497.0,9.1372611905,6.4,217.0,114.0,1984.0,0.6066,en,8.233168
15.6,28.6,8700000,4865912.0,0.5593002299,6.9,14.0,109.0,1986.0,0.274,en,4.397712
14.3,0.0,1500000,11806119.0,7.870746,6.6,370.0,92.0,1988.0,0.153,en,8.822276
28.6,20.0,7000000,20000000.0,2.8571428571,5.7,46.0,104.0,1978.0,0.5836,en,3.705714
0.0,0.0,13000000,123922370.0,9.53249,7.1,658.0,121.0,1987.0,0.9753,en,9.023282
53.3,9.1,4000000,56666667.0,14.16666675,7.6,174.0,108.0,1967.0,0.9425,en,5.032469
7.1,14.3,25000000,91036760.0,3.6414704,6.0,334.0,115.0,2000.0,0.2158,en,8.369176
33.3,18.8,15000000,9902115.0,0.660141,5.1,38.0,94.0,2000.0,0.2459,en,3.550711
46.2,44.4,8500000,327418.0,0.0385197647,6.5,22.0,105.0,2000.0,0.224,en,1.241671
25.0,0.0,2500000,10000000.0,4.0,7.4,69.0,112.0,1963.0,0.4055,en,4.526285
18.2,18.2,2000000,7600000.0,3.8,7.6,243.0,134.0,1961.0,0.7315,en,9.333533
10.0,22.2,20000000,303788635.0,15.18943175,7.2,1122.0,135.0,1977.0,0.874,en,10.610446
26.7,0.0,25000000,25965144.0,1.03860576,7.3,376.0,113.0,1990.0,0.8356,en,8.176863
60.7,33.3,6500000,54215416.0,8.3408332308,6.8,120.0,108.0,1987.0,0.5589,en,6.476534
10.0,15.4,20000000,18432000.0,0.9216,6.8,264.0,121.0,1985.0,0.2329,en,8.157587
25.0,40.0,6000000,8200000.0,1.3666666667,6.4,53.0,108.0,1986.0,0.2356,en,4.57535
45.8,16.7,30000000,47126295.0,1.5708765,7.0,636.0,113.0,2000.0,0.2077,en,8.524956
11.1,0.0,95000000,76432727.0,0.8045550211,7.0,892.0,89.0,2000.0,0.2459,en,8.755188
14.3,0.0,15000000,35007180.0,2.333812,5.7,160.0,106.0,2000.0,0.2459,en,11.363754
20.0,25.0,4653000,6000000.0,1.2894906512,7.2,96.0,120.0,1966.0,0.9589,en,7.070669
32.1,22.2,70000000,300854823.0,4.2979260429,6.7,1563.0,144.0,1991.0,0.9425,en,14.508137
11.1,15.4,2300000,35000000.0,15.2173913043,7.6,309.0,121.0,1978.0,0.6959,en,7.186048
33.3,13.0,20000000,61276872.0,3.0638436,7.6,1085.0,107.0,1990.0,0.9068,en,15.020845
17.6,0.0,43000000,13300000.0,0.3093023256,5.2,17.0,119.0,1992.0,0.7268,en,0.987196
36.4,0.0,13000000,30867525.0,2.374425,5.7,14.0,107.0,1985.0,0.9808,en,1.46034
30.0,33.3,3800000,23689877.0,6.2341781579,7.8,391.0,121.0,1976.0,0.8333,en,13.180457
16.7,14.3,15000000,35509515.0,2.367301,6.9,155.0,114.0,1987.0,0.6164,en,11.457803
18.8,16.7,3700000,31800000.0,8.5945945946,7.4,303.0,135.0,1976.0,0.4945,en,5.849522
31.6,0.0,10000000,5241315.0,0.5241315,4.6,20.0,98.0,1999.0,0.674,en,1.191035
21.4,33.3,31000000,68106245.0,2.1969756452,7.0,473.0,118.0,2000.0,0.3224,en,10.163266
18.2,11.1,24000000,12372410.0,0.5155170833,4.7,51.0,107.0,2000.0,0.265,en,3.69298
33.3,50.0,24000000,36609995.0,1.5254164583,6.1,68.0,115.0,2000.0,0.265,en,5.269733
10.0,12.0,60000000,71000000.0,1.1833333333,6.0,178.0,128.0,2000.0,0.265,en,10.278274
10.0,0.0,5000000,7230000.0,1.446,6.4,94.0,118.0,1978.0,0.8329,en,5.05047
36.4,23.1,7000000,95461682.0,13.6373831429,6.5,125.0,97.0,1981.0,0.5397,en,14.911301
47.8,0.0,6000000,38435947.0,6.4059911667,5.8,156.0,105.0,1984.0,0.4918,en,5.511756
10.0,12.5,18000000,98235548.0,5.4575304444,7.3,2129.0,107.0,1987.0,0.4411,en,18.495694
57.1,33.3,30000000,74787599.0,2.4929199667,5.9,57.0,132.0,1991.0,0.9808,en,2.960942
50.0,41.4,7000000,34266564.0,4.8952234286,7.3,2128.0,102.0,2000.0,0.2814,en,13.686715
41.7,20.0,30000000,37036004.0,1.2345334667,5.9,161.0,127.0,2000.0,0.2842,en,6.045585
33.3,0.0,3800000,28200000.0,7.4210526316,6.5,60.0,97.0,1999.0,0.3644,en,5.138367
16.7,0.0,6500000,21709020.0,3.3398492308,7.2,227.0,125.0,1976.0,0.7596,en,6.006812
23.1,0.0,6000000,39846344.0,6.6410573333,6.7,370.0,98.0,1980.0,0.5628,en,10.451986
33.3,28.6,14000000,5108820.0,0.3649157143,5.6,70.0,90.0,2000.0,0.3033,en,8.25719
58.8,40.0,20000000,27728118.0,1.3864059,7.5,93.0,124.0,2000.0,0.3033,en,5.733227
0.0,33.3,62000000,127666415.0,2.0591357258,6.1,345.0,116.0,2000.0,0.3005,en,7.879924
35.3,50.0,6000000,10409377.0,1.7348961667,7.1,841.0,97.0,1999.0,0.3014,en,10.505387
28.6,20.0,20000000,11390479.0,0.56952395,5.8,74.0,124.0,1992.0,0.847,en,4.620936
38.5,8.3,83000000,59468275.0,0.716485241,4.4,140.0,90.0,2000.0,0.3224,en,6.053595
73.3,0.0,15000000,33771174.0,2.2514116,6.9,159.0,120.0,2000.0,0.3197,en,5.833133
0.0,31.6,7000000,3728888.0,0.5326982857,6.8,91.0,90.0,2000.0,0.3224,en,4.896026
37.5,20.0,2500000,7235.0,0.002894,6.7,107.0,117.0,1998.0,0.3205,da,9.174221
27.3,0.0,1000000,1753979.0,1.753979,3.9,21.0,83.0,1993.0,0.3836,fr,0.293373
7.7,15.6,103000000,457640427.0,4.4431109417,7.9,5566.0,155.0,2000.0,0.3306,en,23.186667
37.5,0.0,600000,4000000.0,6.6666666667,6.8,98.0,99.0,1999.0,0.4219,en,4.988283
25.0,0.0,160000,4000000.0,25.0,5.7,18.0,86.0,1974.0,0.3288,en,1.391503
7.7,0.0,44000000,21400000.0,0.4863636364,3.0,259.0,118.0,2000.0,0.3552,en,5.276926
80.0,25.0,18000000,17200925.0,0.9556069444,6.8,95.0,115.0,2000.0,0.3607,en,10.491734
23.1,25.0,2000000,1568749.0,0.7843745,6.0,35.0,112.0,2000.0,0.3607,en,12.896203
33.3,8.3,6000000,40940662.0,6.8234436667,6.6,239.0,90.0,1985.0,0.5644,en,11.461437
50.0,11.1,127500000,354248063.0,2.7784161804,6.2,563.0,82.0,2000.0,0.3798,en,9.998415
37.5,8.3,16000000,119754278.0,7.484642375,5.9,550.0,93.0,2000.0,0.3798,en,8.00158
33.3,0.0,2500000,10000000.0,4.0,6.4,18.0,91.0,1980.0,0.4098,en,2.599219
50.0,0.0,2000000,458815.0,0.2294075,3.4,5.0,93.0,1997.0,0.7096,en,0.228526
7.1,18.4,125000000,546388105.0,4.37110484,5.9,1966.0,123.0,2000.0,0.3934,en,18.97178
29.4,0.0,55000000,56932305.0,1.0351328182,6.2,756.0,110.0,2000.0,0.3989,en,10.308442
17.6,0.0,923000,2500000.0,2.7085590466,7.7,308.0,95.0,1925.0,0.4795,en,6.202041
53.3,0.0,6500000,81974493.0,12.6114604615,6.5,464.0,142.0,1969.0,0.9452,en,9.356264
20.8,12.5,14000000,185438673.0,13.2456195,6.6,515.0,125.0,1977.0,0.5123,en,9.781451
30.8,21.4,34000000,210308099.0,6.1855323235,5.9,551.0,126.0,1979.0,0.4822,en,10.576273
21.4,7.1,7000000,97572000.0,13.9388571429,6.4,533.0,125.0,1974.0,0.9151,en,12.127492
33.3,0.0,30000000,173959438.0,5.7986479333,5.6,514.0,98.0,2000.0,0.4126,en,7.978985
42.9,6.2,4800000,22743674.0,4.7382654167,5.9,137.0,117.0,1980.0,0.1038,en,11.53267
11.1,6.7,6000000,28900000.0,4.8166666667,7.3,191.0,158.0,1961.0,0.3178,en,8.522673
30.0,11.1,25000000,10736401.0,0.42945604,6.0,51.0,87.0,1992.0,0.6175,en,13.72021
12.5,0.0,2600000,119500000.0,45.9615384615,7.2,619.0,93.0,1974.0,0.1014,en,13.233262
44.4,0.0,10000,7000000.0,700.0,7.5,500.0,89.0,1977.0,0.211,en,7.871001
5.9,0.0,600000,15000000.0,25.0,7.8,988.0,132.0,1965.0,0.9616,it,13.295342
40.0,30.0,26000000,61489265.0,2.3649717308,6.3,413.0,115.0,1990.0,0.6027,en,11.890138
30.8,14.3,4000000,125728258.0,31.4320645,6.1,185.0,94.0,1981.0,0.8658,en,12.650546
16.7,0.0,6500000,33759266.0,5.1937332308,5.2,61.0,98.0,1983.0,0.4767,en,5.269838
42.9,0.0,9000000,20518905.0,2.2798783333,5.0,48.0,92.0,1985.0,0.2192,en,3.208108
14.7,13.5,35000000,57120318.0,1.6320090857,6.0,743.0,108.0,1990.0,0.8849,en,11.736241
15.4,6.7,27000000,38122105.0,1.4119298148,6.4,713.0,101.0,1987.0,0.8658,en,9.389976
10.0,20.0,22000000,28744356.0,1.3065616364,6.6,219.0,115.0,1984.0,0.9481,en,9.763928
9.1,21.4,16000000,32155047.0,2.0096904375,5.9,81.0,91.0,1988.0,0.765,en,15.133316
16.7,0.0,400000,100000000.0,250.0,6.6,1235.0,93.0,1979.0,0.2767,en,11.412619
25.0,0.0,2000000,24600832.0,12.300416,7.3,981.0,95.0,1981.0,0.9781,en,11.189831
22.2,7.7,12305523,36230219.0,2.9442242317,5.9,765.0,107.0,1985.0,0.4904,en,12.689648
30.8,13.6,17000000,17185632.0,1.0109195294,7.0,326.0,113.0,1987.0,0.1753,en,7.290872
50.0,20.0,17000000,6735922.0,0.3962307059,5.8,183.0,117.0,1986.0,0.1205,en,6.706262
21.4,27.3,15000000,17080167.0,1.1386778,5.9,174.0,114.0,1984.0,0.3579,en,7.048087
13.3,0.0,7000000,20256975.0,2.8938535714,4.9,51.0,96.0,1988.0,0.1148,en,14.054862
13.6,28.0,90000000,237202299.0,2.6355811,6.1,1511.0,118.0,2000.0,0.4372,en,14.091765
36.4,20.0,13000000,299792.0,0.0230609231,5.4,14.0,93.0,2000.0,0.2459,en,5.867426
14.3,9.1,4000000,12121618.0,3.0304045,6.5,68.0,100.0,1971.0,0.4986,en,3.73688
25.0,14.3,1600000,4420000.0,2.7625,7.5,377.0,113.0,1974.0,0.263,en,13.245638
55.6,15.4,5500000,24000000.0,4.3636363636,6.2,73.0,118.0,1978.0,0.1863,en,11.844029
13.5,23.1,3000000,29800000.0,9.9333333333,7.5,429.0,129.0,1973.0,0.926,en,12.842165
23.5,7.7,1821052,1300000.0,0.71387308,7.9,128.0,111.0,1951.0,0.4904,en,11.046411
33.3,8.3,3000000,12800000.0,4.2666666667,6.4,70.0,110.0,1974.0,0.2575,en,4.506948
15.0,6.2,25000000,11000000.0,0.44,7.1,727.0,99.0,1986.0,0.4082,en,11.109932
81.2,59.1,16000000,20627372.0,1.28921075,5.4,107.0,94.0,2000.0,0.4563,en,10.070988
16.7,20.0,46000000,107196498.0,2.3303586522,5.5,316.0,99.0,2000.0,0.4536,en,7.420019
25.0,16.7,75000000,36754634.0,0.4900617867,6.3,320.0,94.0,2000.0,0.4563,en,7.515631
20.0,0.0,3000000,6000000.0,2.0,7.2,44.0,96.0,1999.0,0.7288,es,2.753674
40.0,20.0,45000000,224834564.0,4.9963236444,6.5,1190.0,84.0,2000.0,0.4699,en,11.834245
25.0,16.7,51000000,149270999.0,2.9268823333,6.1,956.0,116.0,2000.0,0.4727,en,9.95456
16.7,16.7,110000000,215294342.0,1.9572212909,6.8,1130.0,165.0,2000.0,0.4891,en,15.960788
50.0,14.3,76000000,35134820.0,0.4623002632,3.9,89.0,88.0,2000.0,0.4945,en,11.880936
31.0,30.8,120000000,325756637.0,2.7146386417,6.2,609.0,130.0,2000.0,0.2022,en,18.911961
11.1,0.0,1500000,22812411.0,15.208274,5.2,107.0,101.0,1984.0,0.8743,en,6.241185
0.0,0.0,2410000,10755447.0,4.4628410788,5.0,65.0,100.0,1985.0,0.1616,en,9.110348
37.5,0.0,2500000,26386000.0,10.5544,6.1,52.0,100.0,1990.0,0.1836,en,2.291511
14.3,0.0,2142000,1458000.0,0.6806722689,5.4,6.0,112.0,1973.0,0.4493,en,1.424722
14.3,16.7,1978000,10000000.0,5.055611729,6.1,7.0,104.0,1972.0,0.4344,en,0.760855
36.8,14.3,65000000,69700000.0,1.0723076923,6.0,242.0,104.0,2000.0,0.5137,en,15.045725
42.9,10.0,19000000,278019771.0,14.6326195263,6.0,1468.0,88.0,2000.0,0.5137,en,12.446738
44.4,100.0,1200000,2600000.0,2.1666666667,6.5,101.0,85.0,1999.0,0.6959,en,4.928139
45.5,41.7,8200000,80035402.0,9.760414878,6.4,525.0,107.0,1984.0,0.1284,en,10.403992
33.3,0.0,6000000,20400000.0,3.4,6.2,38.0,144.0,1946.0,0.9973,en,8.441279
29.4,18.8,75000000,296339527.0,3.9511936933,6.8,4172.0,104.0,2000.0,0.5301,en,0.954467
40.0,50.0,15000000,5217498.0,0.3478332,4.7,15.0,105.0,2000.0,0.5464,en,1.991904
64.3,23.5,100000000,155464351.0,1.55464351,6.3,504.0,130.0,2000.0,0.5519,en,9.500497
66.7,0.0,30000000,133949270.0,4.4649756667,6.4,201.0,84.0,1999.0,0.5397,ja,7.554848
18.2,10.0,3500000,16000000.0,4.5714285714,6.3,39.0,113.0,1977.0,0.5342,en,3.502655
58.3,33.3,35000000,63710000.0,1.8202857143,6.7,265.0,100.0,1991.0,0.3726,en,11.787942
14.3,0.0,2000000,18016290.0,9.008145,6.6,218.0,88.0,1972.0,0.5956,en,5.378481
17.2,11.1,3000000,20173742.0,6.7245806667,7.5,176.0,85.0,1975.0,0.4384,en,5.165666
30.8,7.7,84000000,123307945.0,1.4679517262,4.7,338.0,106.0,2000.0,0.5683,en,6.671316
58.8,41.7,45000000,113916474.0,2.5314772,5.8,590.0,100.0,2000.0,0.5765,en,15.650836
33.3,27.3,95000000,190213455.0,2.0022468947,5.6,645.0,112.0,2000.0,0.5902,en,7.912103
25.0,29.4,65000000,128884132.0,1.9828328,6.3,407.0,130.0,2000.0,0.5792,en,7.45761
29.4,16.7,10000000,26330482.0,2.6330482,6.3,115.0,93.0,2000.0,0.0628,en,5.13955
45.5,20.0,6000000,13609396.0,2.2682326667,5.5,65.0,89.0,1993.0,0.2493,en,8.976337
0.0,0.0,4000000,5200000.0,1.3,7.2,191.0,144.0,1970.0,0.4712,en,8.418662
30.0,20.0,3000000,7282851.0,2.427617,6.3,97.0,97.0,1988.0,0.5164,en,8.733192
46.7,12.5,3500000,4385516.0,1.2530045714,5.9,108.0,86.0,1988.0,0.4372,en,11.841506
37.5,0.0,30000000,3180674.0,0.1060224667,5.2,12.0,101.0,1994.0,0.8219,en,3.034244
31.6,29.2,33000000,104155843.0,3.1562376667,6.0,442.0,107.0,2000.0,0.6257,en,13.234894
16.7,0.0,1000000,10037390.0,10.03739,5.9,44.0,107.0,1999.0,0.9425,ja,2.80298
25.0,0.0,12000000,78756177.0,6.56301475,7.1,1020.0,85.0,1988.0,0.918,en,15.698222
31.2,0.0,23000000,86930411.0,3.779583087,6.6,556.0,85.0,1991.0,0.4877,en,9.794569
36.4,6.7,3100000,20000000.0,6.4516129032,7.3,143.0,118.0,1953.0,0.3068,en,6.63816
54.5,0.0,35000000,14296438.0,0.4084696571,4.7,108.0,124.0,1984.0,0.8825,en,11.932675
28.6,0.0,40000000,30199105.0,0.754977625,5.6,136.0,117.0,2000.0,0.6421,en,9.800232
76.2,30.0,28000000,90449929.0,3.2303546071,5.8,574.0,98.0,2000.0,0.6475,en,6.402888
33.3,33.3,25000000,15843608.0,0.63374432,4.4,107.0,87.0,2000.0,0.6667,en,11.430964
33.3,10.0,8500000,19125401.0,2.2500471765,6.4,106.0,119.0,2000.0,0.6858,en,6.03633
32.4,28.6,60000000,47383689.0,0.78972815,7.4,807.0,122.0,2000.0,0.7049,en,9.086699
33.3,0.0,25000000,260562.0,0.01042248,6.4,104.0,110.0,2000.0,0.7295,en,11.839267
38.9,0.0,14000000,38574362.0,2.7553115714,4.4,102.0,97.0,2000.0,0.7158,en,12.243528
31.2,31.2,12800000,40031879.0,3.1274905469,7.7,392.0,140.0,2000.0,0.3743,en,10.684806
27.3,0.0,1000000,1744858.0,1.744858,6.3,26.0,94.0,2000.0,0.0847,en,1.795849
15.6,26.7,30000000,136706683.0,4.5568894333,7.4,835.0,113.0,2000.0,0.7432,en,6.587726
27.3,13.6,1000000,14564027.0,14.564027,6.9,464.0,94.0,1987.0,0.6932,en,10.81305
27.3,4.8,3000000,12090735.0,4.030245,6.3,227.0,97.0,1988.0,0.9754,en,8.541732
38.5,0.0,5000000,12534961.0,2.5069922,5.3,160.0,93.0,1992.0,0.694,en,6.546551
12.5,0.0,1580000,7000000.0,4.4303797468,5.4,35.0,105.0,1961.0,0.526,en,3.013584
20.0,0.0,5115000,12000000.0,2.3460410557,6.7,108.0,100.0,1966.0,0.6438,en,12.53841
28.6,12.5,63600000,19412993.0,0.305235739,4.8,147.0,102.0,2000.0,0.7623,en,6.047757
42.9,23.5,55000000,330444045.0,6.0080735455,6.6,1743.0,108.0,2000.0,0.7623,en,14.178281
40.0,33.3,4500000,7390108.0,1.6422462222,7.9,2525.0,102.0,2000.0,0.8197,en,6.874828
30.0,0.0,24000000,13700000.0,0.5708333333,5.7,35.0,84.0,2000.0,0.7814,en,3.755409
37.5,0.0,1000000,35000000.0,35.0,4.2,58.0,81.0,1984.0,0.8525,en,4.734765
41.7,25.0,5000000,110000000.0,22.0,7.4,774.0,110.0,2000.0,0.377,en,12.158424
27.3,29.4,48000000,90383208.0,1.8829835,5.6,526.0,93.0,2000.0,0.7978,en,8.781588
46.2,40.0,40000000,55707411.0,1.392685275,7.0,447.0,122.0,2000.0,0.7787,en,10.479723
31.2,26.1,92000000,264105545.0,2.8707124457,5.6,1253.0,98.0,2000.0,0.8361,en,9.774985
18.2,31.6,80000000,39459427.0,0.4932428375,6.4,259.0,126.0,2000.0,0.8361,en,9.034884
18.2,11.1,32000000,48814909.0,1.5254659062,7.0,556.0,129.0,2000.0,0.6995,en,7.177649
14.3,16.7,80000000,33463969.0,0.4182996125,5.4,271.0,106.0,2000.0,0.8579,en,8.534176
25.0,6.2,7200000,116019547.0,16.1138259722,6.3,562.0,120.0,1971.0,0.9479,en,12.00491
40.0,17.6,82000000,96085477.0,1.1717741098,5.7,603.0,123.0,2000.0,0.877,en,8.41311
33.3,0.0,35000000,36779296.0,1.0508370286,5.5,120.0,106.0,2000.0,0.8716,en,13.349518
46.7,14.3,123000000,345141403.0,2.8060276667,6.2,1440.0,104.0,2000.0,0.877,en,11.642462
52.9,33.3,30,103.0,3.4333333333,6.0,101.0,78.0,2000.0,0.7022,it,5.568359
40.0,20.0,85000000,183611771.0,2.1601384824,5.1,327.0,100.0,2000.0,0.765,en,7.668752
38.5,41.7,13500000,7060876.0,0.5230278519,6.8,129.0,124.0,2000.0,0.8907,en,5.387711
24.0,14.3,75000000,248118121.0,3.3082416133,6.9,1994.0,106.0,2000.0,0.8661,en,14.67855
60.0,0.0,17000000,213525736.0,12.5603374118,7.2,949.0,120.0,2000.0,0.7486,zh,19.944953
25.0,12.5,35000000,15185241.0,0.4338640286,3.9,159.0,107.0,2000.0,0.9344,en,4.884311
15.4,23.5,75000000,215663859.0,2.87551812,5.9,287.0,124.0,2000.0,0.9344,en,6.548229
0.0,9.1,25000000,8613462.0,0.34453848,6.5,109.0,132.0,1984.0,0.3388,en,7.492912
30.4,18.8,40000000,191185897.0,4.779647425,6.2,447.0,130.0,1987.0,0.4904,en,12.189038
3.6,0.0,6000000,5849647.0,0.9749411667,7.1,134.0,84.0,1986.0,0.6,en,6.759181
31.6,12.5,15000000,43848069.0,2.9232046,7.0,557.0,126.0,1987.0,0.9397,en,11.672701
25.8,15.0,14000000,161001698.0,11.5001212857,6.7,403.0,145.0,1989.0,0.9671,en,13.617646
42.9,0.0,4000000,3468572.0,0.867143,6.7,46.0,110.0,1988.0,0.9699,en,6.865513
15.8,0.0,20000000,45833132.0,2.2916566,6.5,144.0,97.0,1985.0,0.3863,en,6.526379
0.0,12.5,10000000,83557872.0,8.3557872,7.7,2953.0,103.0,2000.0,0.6667,en,14.014025
30.0,10.0,15000000,21032267.0,1.4021511333,5.1,41.0,123.0,1988.0,0.765,en,5.764399
46.2,40.9,25000000,152500343.0,6.10001372,6.8,979.0,121.0,2000.0,0.9508,en,8.9256
40.0,34.5,13000000,73180723.0,5.6292863846,5.3,523.0,83.0,2000.0,0.9536,en,10.890236
33.3,17.6,100000000,169327687.0,1.69327687,7.2,1544.0,78.0,2000.0,0.9372,en,12.297375
63.9,45.8,6,8.0,1.3333333333,6.6,91.0,122.0,2000.0,0.6803,en,11.179864
87.0,33.3,70000000,374111707.0,5.3444529571,6.1,1021.0,127.0,2000.0,0.9536,en,9.963079
14.3,14.3,43000000,80049764.0,1.8616224186,7.0,305.0,136.0,2000.0,0.9699,en,10.536255
38.5,26.9,10000000,12008642.0,1.2008642,6.4,288.0,111.0,2000.0,0.9727,en,7.886926
33.3,18.2,90000000,429632142.0,4.7736904667,7.5,3304.0,143.0,2000.0,0.9727,en,21.296343
61.5,36.4,10000000,5164404.0,0.5164404,6.4,25.0,140.0,2000.0,0.7268,en,2.492547
43.8,45.0,45000000,212000000.0,4.7111111111,6.1,987.0,111.0,2000.0,0.9508,en,9.510762
15.8,29.4,26000000,71868327.0,2.7641664231,7.3,1144.0,106.0,2000.0,0.6612,en,12.434175
30.8,50.0,28000000,33000337.0,1.1785834643,4.6,150.0,99.0,2000.0,0.9727,en,6.000716
0.0,23.8,80000000,34566746.0,0.432084325,6.9,192.0,145.0,2000.0,0.9781,en,10.204559
25.9,47.1,48000000,207515725.0,4.3232442708,6.9,573.0,147.0,2000.0,0.9863,en,8.338222
0.0,0.0,8000000,8279017.0,1.034877125,6.6,149.0,92.0,2000.0,0.3689,en,12.691457
62.5,33.3,50000000,57059003.0,1.14118006,6.2,203.0,127.0,1982.0,0.4603,en,8.997507
58.3,37.5,10000000,25196249.0,2.5196249,5.8,108.0,105.0,1991.0,0.4301,en,5.402262
16.7,0.0,12000000,7900000.0,0.6583333333,6.5,63.0,167.0,1960.0,0.8087,en,4.73816
30.8,5.3,6500000,2347000.0,0.3610769231,6.7,67.0,111.0,1986.0,0.2932,en,10.092348
16.7,25.0,30000000,18195610.0,0.6065203333,5.8,156.0,108.0,2001.0,0.0301,en,8.142166
50.0,35.7,13000000,91038276.0,7.0029443077,6.3,359.0,112.0,2001.0,0.0301,en,4.794088
25.0,20.0,1000000,779137.0,0.779137,6.8,27.0,88.0,2000.0,0.9153,en,7.554807
35.7,12.5,35000000,29400000.0,0.84,6.6,221.0,123.0,2001.0,0.0219,en,12.806634
66.7,100.0,11000000,13276953.0,1.2069957273,5.7,60.0,81.0,2001.0,0.063,en,7.715908
50.0,60.0,35000000,94728529.0,2.7065294,5.4,433.0,103.0,2001.0,0.0685,en,8.056016
41.7,10.0,3000000,3221568.0,1.073856,7.3,80.0,100.0,1987.0,0.6685,en,15.170192
19.0,16.7,20000000,299965036.0,14.9982518,6.1,627.0,100.0,1987.0,0.3753,en,9.200336
6.2,20.0,15000000,316360478.0,21.0906985333,6.8,985.0,105.0,1984.0,0.9098,en,8.503483
55.6,0.0,1800000,31623833.0,17.5687961111,6.7,167.0,94.0,1987.0,0.6164,en,9.104462
25.0,0.0,10000000,14000.0,0.0014,6.0,67.0,99.0,1987.0,0.863,en,2.849779
22.2,7.7,35000000,22238696.0,0.6353913143,7.3,491.0,153.0,1987.0,0.937,en,10.220906
60.0,14.3,350000,29400000.0,84.0,7.3,913.0,85.0,1981.0,0.7863,en,10.421679
40.0,28.6,55000000,14375181.0,0.2613669273,4.3,29.0,107.0,1987.0,0.3671,en,3.986985
45.5,11.1,23000000,51881013.0,2.2556962174,3.5,227.0,89.0,1987.0,0.5397,en,9.327986
25.0,30.4,8500000,32222567.0,3.7908902353,6.8,545.0,97.0,1987.0,0.5781,en,9.099731
34.3,9.5,6000000,42721196.0,7.1201993333,5.5,130.0,89.0,1987.0,0.1178,en,8.525782
38.9,31.2,22000000,17336370.0,0.7880168182,5.1,196.0,106.0,1987.0,0.5973,en,7.106954
12.5,6.2,12000000,3769990.0,0.3141658333,6.8,146.0,82.0,1987.0,0.6164,en,7.075534
57.1,0.0,14000000,10424470.0,0.744605,5.3,73.0,86.0,2001.0,0.0877,en,5.594987
9.5,14.8,87000000,351692268.0,4.0424398621,6.4,1296.0,131.0,2001.0,0.1041,en,2.48875
