castFemalePercentage,crewFemalePercentage,budget,revenue,revenueRatio,vote_average,vote_count,runtime,releaseYear,releaseTimeOfYear,original_language,popularity
33.3,14.3,5000000,0.0,-1,4.6,79.0,94.0,1999,0.8274,en,4.839043
0.0,-1,0,0.0,-1,6.8,32.0,104.0,1998,0.1671,en,2.882197
36.4,16.7,0,0.0,-1,6.3,14.0,83.0,1999,0.8849,en,5.170505
20.0,12.5,5000000,0.0,-1,4.4,114.0,88.0,1999,0.2027,en,13.778043
18.2,0.0,0,0.0,-1,6.2,52.0,97.0,1998,0.1945,es,3.809138
14.3,0.0,0,0.0,-1,5.7,11.0,95.0,1990,0.1452,nl,0.015894
76.9,50.0,10000000,0.0,-1,7.4,8.0,108.0,2000,0.2896,en,0.368794
33.3,0.0,1000000,0.0,-1,5.1,20.0,91.0,1998,0.063,en,1.753232
-1,0.0,0,0.0,-1,6.9,10.0,98.0,1996,0.7787,ja,1.647619
57.1,0.0,0,0.0,-1,6.7,156.0,120.0,1998,0.0822,en,9.632616
22.2,20.0,0,0.0,-1,7.0,84.0,84.0,1998,0.7315,en,4.311326
33.3,0.0,0,0.0,-1,5.5,11.0,113.0,1999,0.5945,no,2.315688
50.0,0.0,0,0.0,-1,6.1,15.0,43.0,1967,0.0,en,1.455266
0.0,0.0,0,0.0,-1,6.6,178.0,108.0,1998,0.0438,cn,8.912292
50.0,25.0,0,0.0,-1,6.7,10.0,286.0,1997,0.8329,da,0.553169
29.4,0.0,0,0.0,-1,6.0,47.0,182.0,1998,0.3151,en,9.30654
28.6,0.0,0,0.0,-1,6.0,38.0,101.0,1999,0.0,en,3.280984
44.4,0.0,0,0.0,-1,5.0,21.0,95.0,1997,0.9479,en,8.190952
27.3,10.0,0,0.0,-1,6.0,40.0,102.0,1999,0.5096,en,9.284563
7.7,50.0,2888030,0.0,-1,7.5,52.0,110.0,1999,0.6493,de,3.931984
20.0,0.0,0,0.0,-1,6.9,79.0,70.0,1998,0.2055,en,4.579735
18.2,0.0,0,0.0,-1,6.8,12.0,104.0,1998,0.1589,en,2.227719
-1,-1,891000,229000.0,0.2570145903,6.9,5.0,89.0,1998,0.137,en,0.179246
11.1,22.2,0,0.0,-1,6.4,48.0,103.0,1999,0.5726,en,9.289588
25.0,100.0,0,0.0,-1,6.5,13.0,87.0,1998,0.2959,en,2.610987
47.4,0.0,0,0.0,-1,3.9,46.0,91.0,1998,0.7233,en,7.996398
12.5,33.3,0,0.0,-1,5.3,12.0,0.0,1999,0.2685,en,1.245812
66.7,100.0,0,0.0,-1,6.7,3.0,95.0,1999,0.1151,fr,0.440391
31.2,66.7,0,0.0,-1,6.0,3.0,95.0,1998,0.8795,en,1.233785
0.0,0.0,0,0.0,-1,5.8,20.0,101.0,1960,0.5765,ja,1.612618
0.0,-1,0,0.0,-1,0.0,0.0,90.0,1994,0.7562,en,0.002987
40.0,16.7,0,0.0,-1,6.0,7.0,96.0,1998,0.726,fr,0.46812
33.3,25.0,0,0.0,-1,7.5,16.0,130.0,1998,0.7479,cn,1.409888
33.3,0.0,0,0.0,-1,7.2,16.0,95.0,1998,0.7014,zh,0.578245
50.0,0.0,0,0.0,-1,5.9,14.0,93.0,1998,0.3808,ru,0.557552
50.0,0.0,0,0.0,-1,6.3,7.0,89.0,1998,0.6521,de,0.763398
0.0,-1,0,0.0,-1,4.4,8.0,94.0,1999,0.0247,en,0.683658
33.3,-1,1000000,0.0,-1,6.8,9.0,78.0,1999,0.1507,fi,0.702021
25.0,0.0,0,0.0,-1,7.8,79.0,97.0,1973,0.9151,ja,7.228457
50.0,-1,1143000,0.0,-1,6.8,17.0,105.0,1999,0.0356,fi,0.559
22.2,7.1,0,0.0,-1,6.3,56.0,92.0,2000,0.2022,en,4.419472
25.0,0.0,0,0.0,-1,7.1,34.0,98.0,1999,0.5945,da,2.996721
45.5,8.3,5200000,13000000.0,2.5,6.7,29.0,163.0,1998,0.6384,hi,1.891138
0.0,0.0,0,0.0,-1,3.7,3.0,0.0,1973,0.4932,ja,0.116019
28.6,0.0,0,0.0,-1,5.8,133.0,98.0,2001,0.6959,fr,11.195104
0.0,-1,0,0.0,-1,3.8,3.0,0.0,2002,0.4658,en,0.213976
36.4,0.0,0,0.0,-1,3.6,37.0,93.0,1999,0.5178,en,8.259034
33.3,-1,0,0.0,-1,5.7,24.0,90.0,1999,0.5781,en,1.737961
0.0,-1,0,0.0,-1,6.1,7.0,0.0,1999,0.2301,fi,0.261709
28.6,0.0,0,0.0,-1,7.1,53.0,64.0,1998,0.6274,en,4.030482
37.5,0.0,0,20000000.0,-1,8.1,124.0,87.0,1997,0.5452,ja,6.228255
-1,-1,0,0.0,-1,7.0,3.0,104.0,2002,0.0466,fi,0.152893
37.5,20.0,0,0.0,-1,6.9,17.0,107.0,2001,0.6603,en,1.312959
63.6,0.0,1530000,15306000.0,10.0039215686,7.5,93.0,185.0,1998,0.789,hi,6.441119
25.0,-1,0,0.0,-1,7.8,6.0,91.0,1985,0.4685,en,0.783454
75.0,33.3,0,0.0,-1,5.4,19.0,105.0,1999,0.0904,fr,2.725499
40.0,30.0,0,0.0,-1,4.7,64.0,92.0,2000,0.6475,en,4.577063
50.0,0.0,0,0.0,-1,6.0,13.0,97.0,1999,0.6904,en,0.552559
22.2,0.0,0,0.0,-1,6.1,13.0,76.0,1999,0.8493,en,2.972002
50.0,-1,0,0.0,-1,8.1,14.0,70.0,1983,0.0,en,0.870267
33.3,0.0,0,0.0,-1,7.5,54.0,100.0,2000,0.6421,de,7.202994
36.4,0.0,20000000,0.0,-1,6.7,22.0,140.0,1999,0.3699,en,2.045494
0.0,0.0,0,0.0,-1,7.2,229.0,70.0,1998,0.937,fr,5.635856
28.6,0.0,3800000,0.0,-1,7.3,19.0,91.0,1999,0.8137,ja,1.268049
16.7,0.0,0,0.0,-1,5.5,38.0,103.0,2000,0.1995,en,7.372901
10.0,20.0,0,60726164.0,-1,6.1,430.0,82.0,2000,0.2268,fr,6.411782
25.0,-1,0,0.0,-1,6.6,7.0,99.0,1999,0.2932,en,0.798845
33.3,0.0,0,0.0,-1,6.8,17.0,95.0,1998,0.0,ru,1.740314
50.0,0.0,0,0.0,-1,4.5,13.0,82.0,2000,0.1448,en,1.137456
-1,0.0,0,0.0,-1,6.1,4.0,110.0,1999,0.0,he,0.186495
30.8,0.0,0,0.0,-1,5.7,30.0,102.0,2000,0.5328,en,6.513748
28.6,0.0,0,0.0,-1,4.1,21.0,95.0,2000,0.3989,en,1.856043
0.0,-1,0,0.0,-1,5.0,4.0,103.0,2000,0.6284,en,0.142328
0.0,-1,0,0.0,-1,7.7,3.0,56.0,1988,0.6667,fi,0.121574
-1,0.0,0,0.0,-1,7.2,10.0,95.0,1998,0.0,en,2.033336
50.0,0.0,0,0.0,-1,4.4,99.0,87.0,2000,0.8552,en,4.333637
0.0,0.0,0,0.0,-1,7.3,3.0,112.0,1999,0.4438,ja,0.222935
-1,0.0,0,0.0,-1,6.7,19.0,148.0,1999,0.3726,fr,1.087756
66.7,0.0,0,0.0,-1,5.5,6.0,98.0,2000,0.4372,en,1.495537
33.3,-1,0,0.0,-1,2.1,5.0,88.0,1999,0.0,en,0.489061
57.1,0.0,6000000,0.0,-1,5.8,5.0,87.0,2001,0.5808,en,0.802417
40.0,0.0,0,0.0,-1,5.8,7.0,104.0,1999,0.8575,ja,0.378648
40.0,0.0,0,0.0,-1,6.3,41.0,89.0,1999,0.9205,en,3.150288
75.0,-1,0,0.0,-1,5.5,2.0,98.0,2000,0.1858,en,0.269612
92.3,82.4,0,0.0,-1,6.3,26.0,96.0,2000,0.1749,en,2.866914
43.8,0.0,0,100202.0,-1,5.1,13.0,75.0,2001,0.3562,en,0.851599
42.9,0.0,0,0.0,-1,7.5,51.0,417.0,2000,0.1503,en,3.738876
22.2,6.7,0,0.0,-1,6.0,123.0,79.0,2000,0.1612,en,10.368424
-1,-1,0,0.0,-1,6.9,26.0,118.0,1999,0.6795,fa,1.301513
50.0,14.3,0,0.0,-1,6.8,22.0,90.0,2000,0.2022,fr,2.696909
0.0,60.0,0,0.0,-1,6.6,15.0,90.0,2002,0.6,en,1.236585
55.6,0.0,12000000,19271312.0,1.6059426667,6.9,208.0,129.0,2004,0.3825,zh,7.157169
44.4,28.6,5000000,0.0,-1,5.4,37.0,99.0,2000,0.1175,en,3.139191
50.0,0.0,0,0.0,-1,2.9,9.0,80.0,2002,0.0356,en,0.97592
-1,0.0,0,0.0,-1,6.7,3.0,90.0,1999,0.4575,en,0.234759
-1,-1,0,0.0,-1,5.8,9.0,79.0,1999,0.0,en,0.695043
16.7,0.0,0,0.0,-1,7.5,31.0,93.0,1999,0.726,cn,4.075709
40.0,0.0,0,0.0,-1,6.2,5.0,92.0,2000,0.1475,en,0.533729
28.6,0.0,0,0.0,-1,8.0,2.0,0.0,1999,0.7863,cn,0.794382
25.0,25.0,0,0.0,-1,6.4,16.0,104.0,2000,0.6858,en,1.800665
37.5,50.0,0,0.0,-1,4.7,3.0,92.0,2000,0.8306,en,0.944486
57.1,16.7,0,0.0,-1,5.8,10.0,93.0,2000,0.0,en,0.811769
0.0,0.0,0,0.0,-1,4.9,34.0,102.0,1999,0.7671,es,2.564327
0.0,0.0,0,0.0,-1,6.5,9.0,106.0,1999,0.8822,pl,0.319215
66.7,0.0,0,0.0,-1,7.3,24.0,87.0,1972,0.582,ja,2.660108
100.0,0.0,0,0.0,-1,7.5,17.0,90.0,1972,0.9945,ja,1.01857
25.0,0.0,0,0.0,-1,5.3,8.0,85.0,2001,0.1863,en,1.215051
-1,-1,0,0.0,-1,5.3,4.0,96.0,1991,0.0,en,0.022568
33.3,66.7,0,0.0,-1,5.2,16.0,106.0,2000,0.0738,fi,1.744298
28.6,0.0,0,0.0,-1,5.1,10.0,99.0,2000,0.724,en,3.314408
50.0,0.0,0,0.0,-1,7.5,152.0,74.0,2000,0.9454,en,7.872438
50.0,0.0,0,0.0,-1,6.1,5.0,124.0,2001,0.3644,fr,0.230554
50.0,0.0,0,0.0,-1,6.3,15.0,83.0,2000,0.0765,zh,1.44948
100.0,0.0,0,0.0,-1,7.0,18.0,118.0,1999,0.8822,th,0.948699
14.3,0.0,0,0.0,-1,6.8,372.0,115.0,1999,0.7616,ja,12.799287
14.3,20.0,0,0.0,-1,7.7,7.0,87.0,2000,0.1639,en,1.170236
35.7,0.0,0,0.0,-1,6.3,3.0,0.0,2000,0.8798,en,0.642243
0.0,33.3,0,0.0,-1,4.2,6.0,81.0,2000,0.0574,de,1.095428
50.0,0.0,12500000,0.0,-1,7.4,78.0,185.0,2002,0.526,hi,4.641126
14.3,22.2,10000000,0.0,-1,4.8,54.0,82.0,2001,0.5397,en,4.88911
28.6,0.0,0,0.0,-1,7.5,22.0,100.0,2000,0.0,ja,1.089339
0.0,0.0,0,0.0,-1,7.2,26.0,130.0,2000,0.571,en,1.661741
0.0,0.0,0,0.0,-1,6.2,16.0,92.0,2000,0.8306,en,1.821845
-1,-1,0,0.0,-1,5.4,7.0,80.0,2000,0.8251,en,0.245355
50.0,55.6,0,0.0,-1,6.4,227.0,102.0,2001,0.2986,en,4.406514
50.0,-1,0,0.0,-1,6.3,38.0,109.0,2003,0.0822,en,8.281066
66.7,0.0,2000000,0.0,-1,5.5,12.0,98.0,2001,0.0849,en,1.006285
80.0,0.0,998000,0.0,-1,7.3,12.0,87.0,1999,0.6164,ja,2.701511
50.0,0.0,0,0.0,-1,5.9,6.0,97.0,2001,0.7945,en,3.867469
66.7,0.0,0,0.0,-1,5.7,24.0,93.0,2001,0.8712,en,2.695666
0.0,-1,0,0.0,-1,5.7,10.0,101.0,2000,0.4727,cn,1.077559
50.0,28.6,20000000,0.0,-1,6.4,44.0,183.0,2001,0.5342,en,9.594656
66.7,0.0,0,0.0,-1,6.0,49.0,90.0,2000,0.112,ja,3.379964
100.0,0.0,0,0.0,-1,7.6,5.0,73.0,2000,0.6475,pl,0.228677
14.3,0.0,0,0.0,-1,6.9,37.0,95.0,2002,0.526,da,4.003761
28.6,-1,0,0.0,-1,7.0,7.0,95.0,2000,0.8388,en,0.529083
37.5,0.0,3000000,0.0,-1,4.3,4.0,99.0,2001,0.4219,en,1.434499
55.6,0.0,0,0.0,-1,7.6,103.0,210.0,2001,0.9507,hi,6.523888
-1,0.0,1000000,0.0,-1,7.0,2.0,104.0,2001,0.7014,fi,0.072409
33.3,25.0,0,25461.0,-1,7.4,61.0,145.0,2000,0.5273,hu,7.970312
21.7,0.0,0,111127553.0,-1,7.2,782.0,108.0,2002,0.0767,fr,11.117405
100.0,100.0,0,0.0,-1,7.5,23.0,75.0,2000,0.653,en,1.14641
57.1,0.0,0,0.0,-1,6.3,11.0,91.0,2001,0.4712,en,1.448927
33.3,0.0,0,0.0,-1,6.3,18.0,177.0,2001,0.0,en,7.957418
12.5,0.0,0,0.0,-1,6.3,34.0,129.0,2001,0.3205,en,2.07709
50.0,20.0,0,0.0,-1,6.9,33.0,150.0,2001,0.0548,de,2.577643
25.0,10.0,0,13102295.0,-1,4.5,30.0,94.0,2002,0.0466,en,1.818561
45.5,-1,0,0.0,-1,6.0,13.0,95.0,2002,0.0247,en,2.261527
25.0,0.0,0,0.0,-1,5.7,24.0,86.0,2002,0.7068,en,2.470705
0.0,0.0,0,0.0,-1,6.7,9.0,138.0,2000,0.694,ja,1.451588
11.1,0.0,0,0.0,-1,4.2,3.0,112.0,2002,0.0,en,0.332667
14.3,0.0,0,0.0,-1,7.7,115.0,110.0,2000,0.6885,ko,10.187128
50.0,0.0,4800000,0.0,-1,6.4,79.0,95.0,2001,0.7781,en,5.999625
16.7,40.0,30000000,0.0,-1,6.6,70.0,110.0,2002,0.6685,en,7.743921
0.0,0.0,0,0.0,-1,6.9,77.0,96.0,2001,0.3781,en,4.633229
0.0,-1,0,0.0,-1,5.5,8.0,101.0,2000,0.3907,ja,0.36883
60.0,50.0,0,0.0,-1,5.9,32.0,88.0,2000,0.9727,en,5.11229
40.0,100.0,0,0.0,-1,4.8,4.0,85.0,2002,0.0,en,0.531351
12.5,0.0,0,0.0,-1,8.2,120.0,104.0,2000,0.6913,pt,23.950396
28.6,0.0,25697387,3849941.0,0.1498183843,5.9,120.0,87.0,2001,0.0466,cn,3.136813
33.3,66.7,0,0.0,-1,7.2,24.0,129.0,2002,0.6548,fr,2.056752
16.7,16.7,0,0.0,-1,6.3,10.0,137.0,2004,0.1967,en,1.052618
40.0,0.0,0,0.0,-1,5.6,114.0,102.0,2002,0.7507,en,5.975404
50.0,0.0,0,0.0,-1,6.1,7.0,98.0,2001,0.337,en,0.808884
50.0,0.0,0,0.0,-1,6.6,76.0,48.0,2000,0.8798,en,2.925291
0.0,0.0,0,0.0,-1,5.0,8.0,76.0,2001,0.6411,en,0.804705
25.0,26.7,0,0.0,-1,5.0,46.0,97.0,2002,0.6603,en,4.802734
-1,-1,0,0.0,-1,7.8,4.0,90.0,2001,0.0658,en,0.313267
28.6,0.0,0,0.0,-1,6.3,3.0,90.0,2001,0.8329,de,0.222747
15.8,7.7,53000000,0.0,-1,5.0,51.0,124.0,2004,0.1066,en,7.892626
0.0,0.0,0,0.0,-1,6.1,15.0,55.0,2001,0.0822,ja,2.238958
0.0,0.0,0,0.0,-1,6.5,2.0,89.0,2002,0.7918,en,0.115117
14.3,0.0,9400000,0.0,-1,6.2,23.0,105.0,2001,0.9534,ja,1.7519
-1,0.0,0,0.0,-1,5.9,4.0,40.0,2001,0.0959,en,0.507237
25.0,0.0,0,0.0,-1,4.7,9.0,94.0,2001,0.5808,en,0.590398
20.0,0.0,0,0.0,-1,6.3,9.0,110.0,2002,0.5425,en,0.954226
42.9,66.7,0,0.0,-1,6.4,5.0,93.0,2002,0.0466,en,0.871444
28.6,9.1,3000000,0.0,-1,5.8,58.0,95.0,2002,0.7562,en,4.04526
0.0,-1,0,0.0,-1,7.0,3.0,87.0,2003,0.189,en,0.405229
25.0,33.3,0,0.0,-1,5.8,14.0,95.0,2001,0.726,en,1.440453
25.0,33.3,0,0.0,-1,7.2,32.0,119.0,2001,0.8301,zh,3.039627
14.3,-1,0,0.0,-1,6.0,4.0,87.0,2002,0.3288,en,0.837866
44.4,12.5,10000000,0.0,-1,4.6,81.0,88.0,2002,0.3041,en,4.968814
33.3,-1,0,0.0,-1,6.2,20.0,112.0,2002,0.7918,zh,1.462804
33.3,0.0,0,0.0,-1,7.0,2.0,0.0,2001,0.6822,fr,0.115602
33.3,-1,0,0.0,-1,2.6,6.0,90.0,2002,0.463,fr,1.944397
30.0,15.4,0,0.0,-1,6.0,332.0,85.0,2002,0.2164,en,13.994306
20.0,0.0,0,0.0,-1,5.8,4.0,115.0,2002,0.9151,en,0.901805
0.0,-1,0,0.0,-1,6.8,23.0,97.0,2000,0.918,ja,1.147692
40.0,25.0,0,0.0,-1,5.4,383.0,94.0,2002,0.2849,en,15.317489
42.9,0.0,0,17350.0,-1,4.3,2.0,95.0,2003,0.0548,en,0.656954
57.1,0.0,0,0.0,-1,6.4,6.0,112.0,2001,0.8192,ja,1.177322
41.7,0.0,0,0.0,-1,3.0,1.0,94.0,2004,0.0,en,0.482335
20.0,0.0,5000000,0.0,-1,6.2,21.0,101.0,2002,0.389,en,1.425786
50.0,0.0,0,0.0,-1,6.1,89.0,118.0,2001,0.1096,ja,4.122317
33.3,0.0,0,0.0,-1,6.3,7.0,104.0,2002,0.0,en,1.739286
0.0,0.0,0,0.0,-1,6.0,18.0,92.0,2001,0.9178,en,2.953812
-1,0.0,0,0.0,-1,6.6,16.0,78.0,2002,0.811,hu,0.656484
55.0,46.7,0,0.0,-1,5.5,21.0,97.0,2003,0.5041,en,2.537388
75.0,66.7,0,0.0,-1,0.0,0.0,111.0,2002,0.6274,en,0.014062
66.7,25.0,0,0.0,-1,6.7,20.0,121.0,2001,0.6712,de,8.682774
33.3,-1,0,0.0,-1,6.9,20.0,116.0,2002,0.7699,zh,1.084138
44.4,0.0,2079000,4099000.0,1.9716209716,7.1,71.0,183.0,2001,0.5589,en,4.558793
33.3,0.0,0,0.0,-1,7.3,158.0,123.0,2001,0.5671,ko,5.980499
30.0,26.7,0,0.0,-1,5.1,39.0,92.0,2003,0.1452,en,3.969121
25.0,100.0,0,0.0,-1,6.4,6.0,98.0,2001,0.7808,en,0.498746
20.0,100.0,0,0.0,-1,5.4,8.0,128.0,2001,0.811,sv,0.597424
42.9,0.0,0,0.0,-1,6.1,15.0,110.0,2001,0.7397,ko,1.787893
25.0,0.0,0,0.0,-1,5.8,38.0,90.0,2003,0.6877,en,7.121398
40.0,0.0,0,0.0,-1,6.2,30.0,94.0,2002,0.7562,en,4.002724
0.0,0.0,0,0.0,-1,6.0,16.0,90.0,2001,0.7041,ja,2.48931
22.2,0.0,0,0.0,-1,4.3,24.0,96.0,2003,0.0,en,4.113554
20.0,-1,0,0.0,-1,5.3,18.0,89.0,2002,0.0301,ja,0.903011
-1,0.0,0,0.0,-1,6.8,13.0,85.0,2001,0.6959,en,0.45788
0.0,0.0,350000,0.0,-1,5.9,16.0,76.0,2002,0.3918,en,1.308643
33.3,0.0,0,0.0,-1,7.3,47.0,113.0,2001,0.8301,ja,1.870143
66.7,60.0,0,0.0,-1,6.1,10.0,94.0,2002,0.4247,fr,1.562703
28.6,50.0,0,0.0,-1,6.7,11.0,89.0,2003,0.3726,en,1.034794
50.0,-1,0,0.0,-1,5.3,6.0,90.0,2004,0.0,en,1.331185
50.0,100.0,0,0.0,-1,6.1,7.0,93.0,2002,0.0274,it,1.068925
44.4,42.9,0,0.0,-1,6.6,121.0,85.0,2003,0.0795,en,5.327623
52.9,0.0,0,102471.0,-1,6.6,17.0,96.0,2002,0.6986,en,5.682406
20.0,0.0,4000000,1954937.0,0.48873425,7.3,302.0,121.0,2002,0.2384,ko,6.314697
33.3,-1,0,0.0,-1,3.9,15.0,85.0,2001,0.4384,en,0.836924
60.0,0.0,0,0.0,-1,7.3,10.0,97.0,2002,0.0986,cn,0.961434
0.0,0.0,16700000,0.0,-1,3.7,41.0,96.0,2003,0.4137,en,4.266051
16.7,0.0,0,0.0,-1,5.8,15.0,104.0,2003,0.0,pt,0.691669
0.0,0.0,0,0.0,-1,6.4,107.0,99.0,2001,0.8247,ja,8.279552
50.0,-1,4667404,0.0,-1,6.2,12.0,115.0,2003,0.7863,sv,1.7972
25.0,-1,24665810,0.0,-1,5.8,131.0,103.0,2004,0.1967,fr,9.785721
37.5,0.0,0,0.0,-1,4.7,21.0,90.0,2003,0.6849,en,9.311904
25.0,13.6,80000000,5989640.0,0.0748705,4.8,111.0,110.0,2005,0.3671,en,4.980191
21.4,14.3,0,0.0,-1,6.3,694.0,77.0,2004,0.0984,en,8.931033
50.0,0.0,0,0.0,-1,6.4,21.0,107.0,2003,0.0,fr,1.693772
14.3,33.3,0,0.0,-1,6.7,16.0,108.0,2002,0.9315,en,2.553649
0.0,-1,0,0.0,-1,7.1,10.0,100.0,2003,0.8301,en,0.685347
33.3,0.0,0,0.0,-1,7.8,44.0,132.0,2002,0.6027,ko,2.925034
-1,-1,0,0.0,-1,6.8,10.0,182.0,2002,0.3671,en,0.806208
22.2,33.3,0,0.0,-1,6.9,31.0,105.0,2003,0.7479,de,5.345104
77.8,0.0,0,0.0,-1,6.8,25.0,137.0,2002,0.9425,nl,1.218377
58.3,0.0,0,0.0,-1,5.6,11.0,103.0,2003,0.3945,en,2.734283
40.0,-1,0,0.0,-1,6.7,12.0,98.0,2003,0.1589,fi,1.410221
33.3,0.0,14000000,0.0,-1,4.2,38.0,90.0,2003,0.6164,en,3.984204
16.7,-1,0,0.0,-1,5.8,16.0,120.0,2003,0.0438,fi,2.72426
77.8,0.0,0,0.0,-1,5.8,47.0,125.0,2003,0.1123,it,4.996071
0.0,0.0,0,0.0,-1,6.9,27.0,112.0,2003,0.411,en,2.955559
52.9,50.0,0,0.0,-1,7.3,12.0,178.0,2002,0.8055,en,2.433306
28.1,0.0,0,0.0,-1,6.1,22.0,106.0,2003,0.3699,en,2.466442
25.0,0.0,0,0.0,-1,5.3,6.0,123.0,2002,0.6986,ko,0.228888
30.0,28.6,7000000,0.0,-1,4.7,39.0,100.0,2003,0.5452,en,3.081045
30.0,16.7,0,0.0,-1,5.8,31.0,88.0,2003,0.2575,en,2.61667
46.2,25.0,5000000,0.0,-1,6.9,433.0,102.0,2003,0.3507,en,10.934268
66.7,0.0,10000000,0.0,-1,5.5,63.0,93.0,2004,0.653,en,4.735377
33.3,0.0,4000000,0.0,-1,7.0,57.0,70.0,2000,0.112,ja,3.332192
25.0,0.0,0,0.0,-1,5.9,36.0,76.0,2000,0.2295,ja,2.246011
50.0,-1,0,0.0,-1,6.0,5.0,77.0,2003,0.0055,sv,0.219561
25.0,21.1,6000000,0.0,-1,6.8,211.0,86.0,2003,0.3699,en,14.454722
40.0,0.0,0,0.0,-1,6.2,11.0,119.0,2002,0.6959,ja,1.877915
-1,0.0,0,0.0,-1,6.2,6.0,116.0,2002,0.674,zh,0.802407
10.0,11.1,5000000,0.0,-1,5.4,108.0,101.0,2004,0.0027,en,10.002295
40.0,-1,0,0.0,-1,0.0,0.0,106.0,2004,0.3087,en,0.336644
66.7,20.0,0,0.0,-1,5.3,93.0,90.0,2004,0.0328,en,0.380586
18.2,0.0,0,0.0,-1,6.0,166.0,97.0,2004,0.1311,fr,9.261826
12.5,0.0,0,0.0,-1,5.2,6.0,112.0,2003,0.6822,en,1.125806
0.0,75.0,0,0.0,-1,6.2,16.0,93.0,2003,0.6849,es,5.003217
78.6,33.3,0,0.0,-1,6.7,21.0,125.0,2004,0.041,en,9.771121
14.3,33.3,0,0.0,-1,6.9,96.0,113.0,2003,0.3699,sv,8.896421
16.7,16.7,5000000,0.0,-1,5.4,30.0,97.0,2002,0.989,en,3.437664
33.3,-1,0,0.0,-1,10.0,1.0,120.0,2003,0.3288,en,0.888157
37.5,0.0,9000000,0.0,-1,4.9,115.0,155.0,2003,0.5068,ja,7.500419
8.3,0.0,0,0.0,-1,5.6,79.0,96.0,2003,0.8959,en,5.255138
35.3,26.5,140000000,209073645.0,1.4933831786,6.7,1521.0,108.0,2004,0.9563,en,12.817945
50.0,0.0,0,0.0,-1,5.8,50.0,90.0,2002,0.8712,cn,1.689124
0.0,0.0,0,0.0,-1,7.9,15.0,138.0,2003,0.0466,en,1.205624
28.6,0.0,0,0.0,-1,7.4,64.0,100.0,2003,0.1808,da,6.438965
22.2,-1,0,0.0,-1,6.1,10.0,107.0,2003,0.6575,fi,0.480027
0.0,0.0,0,0.0,-1,7.0,1.0,53.0,2002,0.6877,en,0.04201
0.0,-1,0,0.0,-1,4.1,8.0,98.0,2004,0.041,fi,3.103836
24.2,0.0,47000000,0.0,-1,7.1,352.0,133.0,2004,0.8169,fr,10.896295
25.0,14.3,0,0.0,-1,7.3,44.0,112.0,2003,0.5863,th,6.700563
0.0,0.0,0,0.0,-1,5.5,2.0,0.0,2003,0.7342,en,0.9048
33.3,0.0,0,11030861.0,-1,7.3,111.0,121.0,2004,0.1913,de,10.234986
20.0,0.0,0,9789651.0,-1,7.3,230.0,100.0,2004,0.1776,ja,9.377699
58.3,25.0,0,13200241.0,-1,7.3,110.0,186.0,2003,0.9041,hi,5.584308
42.9,0.0,0,522911.0,-1,7.2,364.0,75.0,2002,0.5452,ja,11.639023
20.0,40.0,12000000,163536.0,0.013628,7.1,7.0,103.0,2004,0.3388,en,1.14196
20.0,0.0,0,0.0,-1,4.9,28.0,96.0,2004,0.8005,en,2.331514
80.0,40.0,0,0.0,-1,6.9,46.0,109.0,2003,0.7671,es,5.557675
-1,0.0,0,0.0,-1,7.4,16.0,6.0,2002,0.7945,en,0.903483
-1,0.0,0,0.0,-1,7.6,12.0,92.0,2003,0.1151,zh,1.337977
100.0,0.0,5000000,7338987.0,1.4677974,7.5,95.0,129.0,2002,0.8356,ja,4.281103
27.3,0.0,0,0.0,-1,5.5,35.0,107.0,2003,0.1808,cn,9.532044
50.0,0.0,0,0.0,-1,7.4,9.0,105.0,2003,0.6877,fr,0.90175
71.4,33.3,0,15530077.0,-1,7.0,54.0,106.0,2003,0.1562,it,3.701538
71.4,40.0,0,0.0,-1,6.2,72.0,94.0,2004,0.0792,fr,3.523822
12.5,0.0,0,0.0,-1,5.5,54.0,181.0,2004,0.4672,en,14.098705
40.0,-1,0,0.0,-1,5.9,28.0,82.0,2003,0.1397,no,2.342872
25.0,37.5,8256269,460978.0,0.0558336944,6.3,49.0,97.0,2003,0.7534,en,7.474007
40.0,0.0,14000000,0.0,-1,4.8,38.0,91.0,2003,0.9945,en,8.316548
33.3,0.0,0,0.0,-1,7.3,14.0,119.0,2003,0.1836,en,6.268935
0.0,-1,0,0.0,-1,3.5,2.0,0.0,2003,0.1753,fi,0.203204
14.3,0.0,0,0.0,-1,7.5,30.0,137.0,2003,0.0466,ja,2.525713
21.4,0.0,0,0.0,-1,6.0,2.0,106.0,2004,0.071,en,0.590192
100.0,0.0,0,0.0,-1,7.1,18.0,70.0,2003,0.7562,ja,0.723046
37.5,14.3,0,0.0,-1,5.2,17.0,94.0,2004,0.7104,en,5.221661
33.3,0.0,0,0.0,-1,5.8,17.0,104.0,2004,0.0956,fr,6.91026
33.3,60.0,0,0.0,-1,6.5,11.0,104.0,2004,0.0355,en,1.325494
71.4,0.0,0,0.0,-1,7.4,7.0,96.0,2003,0.663,pt,0.502652
55.6,0.0,3500000,0.0,-1,6.7,199.0,92.0,2002,0.7945,ja,7.614692
11.1,0.0,3000000,14980005.0,4.993335,8.0,2000.0,120.0,2003,0.0,ko,10.616859
50.0,16.7,0,0.0,-1,5.3,9.0,105.0,2004,0.1694,en,1.24105
-1,-1,0,0.0,-1,4.0,3.0,90.0,2002,0.7973,en,0.173751
